"REF_DATE","GEO","DGUID","Toronto Stock Exchange Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1974-03","Canada","2016A000011124","Toronto Stock Exchange, merchandising, closing quotations","Index, 2000=1000","176","units ","0","v122625","1.8","1077.34","","","t","2"
"1974-03","Canada","2016A000011124","Toronto Stock Exchange, financial services, closing quotations","Index, 2000=1000","176","units ","0","v122626","1.9","1088.29","","","t","2"
"1974-03","Canada","2016A000011124","Toronto Stock Exchange, gold and silver, closing quotations","Index, 2000=1000","176","units ","0","v122627","1.10","1525.95","","","t","2"
"1974-03","Canada","2016A000011124","Toronto Stock Exchange, stock dividend yields (composite), closing quotations","Percent","239","units ","0","v122628","1.11","3.26","","","t","2"
"1974-03","Canada","2016A000011124","Toronto Stock Exchange, price earnings ratio, closing quotations","Ratio","270","units ","0","v122629","1.12","11.50","","","t","2"
"1974-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, close","Index, 2000=1000","176","units ","0","v122620","1.3","1099.92","","","","2"
"1974-04","Canada","2016A000011124","Toronto Stock Exchange, oil and gas, closing quotations","Index, 2000=1000","176","units ","0","v122621","1.4","1260.16","","","t","2"
"1974-04","Canada","2016A000011124","Toronto Stock Exchange, metals and minerals, closing quotations","Index, 2000=1000","176","units ","0","v122622","1.5","1186.29","","","t","2"
"1974-04","Canada","2016A000011124","Toronto Stock Exchange, utilities, closing quotations","Index, 2000=1000","176","units ","0","v122623","1.6","977.90","","","t","2"
"1974-04","Canada","2016A000011124","Toronto Stock Exchange, paper and forest products, closing quotations","Index, 2000=1000","176","units ","0","v122624","1.7","1161.19","","","t","2"
"1974-04","Canada","2016A000011124","Toronto Stock Exchange, merchandising, closing quotations","Index, 2000=1000","176","units ","0","v122625","1.8","978.47","","","t","2"
"1974-04","Canada","2016A000011124","Toronto Stock Exchange, financial services, closing quotations","Index, 2000=1000","176","units ","0","v122626","1.9","990.13","","","t","2"
"1974-04","Canada","2016A000011124","Toronto Stock Exchange, gold and silver, closing quotations","Index, 2000=1000","176","units ","0","v122627","1.10","1246.96","","","t","2"
"1974-04","Canada","2016A000011124","Toronto Stock Exchange, stock dividend yields (composite), closing quotations","Percent","239","units ","0","v122628","1.11","3.65","","","t","2"
"1974-04","Canada","2016A000011124","Toronto Stock Exchange, price earnings ratio, closing quotations","Ratio","270","units ","0","v122629","1.12","10.45","","","t","2"
"1974-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, close","Index, 2000=1000","176","units ","0","v122620","1.3","1031.74","","","","2"
"1974-05","Canada","2016A000011124","Toronto Stock Exchange, oil and gas, closing quotations","Index, 2000=1000","176","units ","0","v122621","1.4","1049.03","","","t","2"
"1974-05","Canada","2016A000011124","Toronto Stock Exchange, metals and minerals, closing quotations","Index, 2000=1000","176","units ","0","v122622","1.5","1051.23","","","t","2"
"1974-05","Canada","2016A000011124","Toronto Stock Exchange, utilities, closing quotations","Index, 2000=1000","176","units ","0","v122623","1.6","954.08","","","t","2"
"1974-05","Canada","2016A000011124","Toronto Stock Exchange, paper and forest products, closing quotations","Index, 2000=1000","176","units ","0","v122624","1.7","1144.01","","","t","2"
"1974-05","Canada","2016A000011124","Toronto Stock Exchange, merchandising, closing quotations","Index, 2000=1000","176","units ","0","v122625","1.8","956.86","","","t","2"
"1974-05","Canada","2016A000011124","Toronto Stock Exchange, financial services, closing quotations","Index, 2000=1000","176","units ","0","v122626","1.9","956.41","","","t","2"
"1974-05","Canada","2016A000011124","Toronto Stock Exchange, gold and silver, closing quotations","Index, 2000=1000","176","units ","0","v122627","1.10","1117.79","","","t","2"
"1974-05","Canada","2016A000011124","Toronto Stock Exchange, stock dividend yields (composite), closing quotations","Percent","239","units ","0","v122628","1.11","3.92","","","t","2"
"1974-05","Canada","2016A000011124","Toronto Stock Exchange, price earnings ratio, closing quotations","Ratio","270","units ","0","v122629","1.12","9.09","","","t","2"
"1974-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, close","Index, 2000=1000","176","units ","0","v122620","1.3","1009.23","","","","2"
"1974-06","Canada","2016A000011124","Toronto Stock Exchange, oil and gas, closing quotations","Index, 2000=1000","176","units ","0","v122621","1.4","1003.91","","","t","2"
"1974-06","Canada","2016A000011124","Toronto Stock Exchange, metals and minerals, closing quotations","Index, 2000=1000","176","units ","0","v122622","1.5","1034.00","","","t","2"
"1974-06","Canada","2016A000011124","Toronto Stock Exchange, utilities, closing quotations","Index, 2000=1000","176","units ","0","v122623","1.6","946.45","","","t","2"
"1974-06","Canada","2016A000011124","Toronto Stock Exchange, paper and forest products, closing quotations","Index, 2000=1000","176","units ","0","v122624","1.7","1113.15","","","t","2"
"1974-06","Canada","2016A000011124","Toronto Stock Exchange, merchandising, closing quotations","Index, 2000=1000","176","units ","0","v122625","1.8","971.07","","","t","2"
"1974-06","Canada","2016A000011124","Toronto Stock Exchange, financial services, closing quotations","Index, 2000=1000","176","units ","0","v122626","1.9","910.50","","","t","2"
"1974-06","Canada","2016A000011124","Toronto Stock Exchange, gold and silver, closing quotations","Index, 2000=1000","176","units ","0","v122627","1.10","1126.04","","","t","2"
"1974-06","Canada","2016A000011124","Toronto Stock Exchange, stock dividend yields (composite), closing quotations","Percent","239","units ","0","v122628","1.11","4.15","","","t","2"
"1974-06","Canada","2016A000011124","Toronto Stock Exchange, price earnings ratio, closing quotations","Ratio","270","units ","0","v122629","1.12","8.83","","","t","2"
"1974-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, close","Index, 2000=1000","176","units ","0","v122620","1.3","1056.96","","","","2"
"1974-07","Canada","2016A000011124","Toronto Stock Exchange, oil and gas, closing quotations","Index, 2000=1000","176","units ","0","v122621","1.4","1106.27","","","t","2"
"1974-07","Canada","2016A000011124","Toronto Stock Exchange, metals and minerals, closing quotations","Index, 2000=1000","176","units ","0","v122622","1.5","1111.06","","","t","2"
"1974-07","Canada","2016A000011124","Toronto Stock Exchange, utilities, closing quotations","Index, 2000=1000","176","units ","0","v122623","1.6","975.50","","","t","2"
"1974-07","Canada","2016A000011124","Toronto Stock Exchange, paper and forest products, closing quotations","Index, 2000=1000","176","units ","0","v122624","1.7","1165.85","","","t","2"
"1974-07","Canada","2016A000011124","Toronto Stock Exchange, merchandising, closing quotations","Index, 2000=1000","176","units ","0","v122625","1.8","994.34","","","t","2"
"1974-07","Canada","2016A000011124","Toronto Stock Exchange, financial services, closing quotations","Index, 2000=1000","176","units ","0","v122626","1.9","933.78","","","t","2"
"1974-07","Canada","2016A000011124","Toronto Stock Exchange, gold and silver, closing quotations","Index, 2000=1000","176","units ","0","v122627","1.10","1421.66","","","t","2"
"1974-07","Canada","2016A000011124","Toronto Stock Exchange, stock dividend yields (composite), closing quotations","Percent","239","units ","0","v122628","1.11","4.00","","","t","2"
"1974-07","Canada","2016A000011124","Toronto Stock Exchange, price earnings ratio, closing quotations","Ratio","270","units ","0","v122629","1.12","8.95","","","t","2"
"1974-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, close","Index, 2000=1000","176","units ","0","v122620","1.3","919.88","","","","2"
"1974-08","Canada","2016A000011124","Toronto Stock Exchange, oil and gas, closing quotations","Index, 2000=1000","176","units ","0","v122621","1.4","906.06","","","t","2"
"1974-08","Canada","2016A000011124","Toronto Stock Exchange, metals and minerals, closing quotations","Index, 2000=1000","176","units ","0","v122622","1.5","995.81","","","t","2"
"1974-08","Canada","2016A000011124","Toronto Stock Exchange, utilities, closing quotations","Index, 2000=1000","176","units ","0","v122623","1.6","957.94","","","t","2"
"1974-08","Canada","2016A000011124","Toronto Stock Exchange, paper and forest products, closing quotations","Index, 2000=1000","176","units ","0","v122624","1.7","1020.69","","","t","2"
"1974-08","Canada","2016A000011124","Toronto Stock Exchange, merchandising, closing quotations","Index, 2000=1000","176","units ","0","v122625","1.8","828.00","","","t","2"
"1974-08","Canada","2016A000011124","Toronto Stock Exchange, financial services, closing quotations","Index, 2000=1000","176","units ","0","v122626","1.9","809.82","","","t","2"
"1974-08","Canada","2016A000011124","Toronto Stock Exchange, gold and silver, closing quotations","Index, 2000=1000","176","units ","0","v122627","1.10","1262.99","","","t","2"
"1974-08","Canada","2016A000011124","Toronto Stock Exchange, stock dividend yields (composite), closing quotations","Percent","239","units ","0","v122628","1.11","4.69","","","t","2"
"1974-08","Canada","2016A000011124","Toronto Stock Exchange, price earnings ratio, closing quotations","Ratio","270","units ","0","v122629","1.12","7.54","","","t","2"
"1974-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, close","Index, 2000=1000","176","units ","0","v122620","1.3","847.19","","","","2"
"1974-09","Canada","2016A000011124","Toronto Stock Exchange, oil and gas, closing quotations","Index, 2000=1000","176","units ","0","v122621","1.4","790.39","","","t","2"
"1974-09","Canada","2016A000011124","Toronto Stock Exchange, metals and minerals, closing quotations","Index, 2000=1000","176","units ","0","v122622","1.5","869.17","","","t","2"
"1974-09","Canada","2016A000011124","Toronto Stock Exchange, utilities, closing quotations","Index, 2000=1000","176","units ","0","v122623","1.6","935.62","","","t","2"
"1974-09","Canada","2016A000011124","Toronto Stock Exchange, paper and forest products, closing quotations","Index, 2000=1000","176","units ","0","v122624","1.7","952.23","","","t","2"
"1974-09","Canada","2016A000011124","Toronto Stock Exchange, merchandising, closing quotations","Index, 2000=1000","176","units ","0","v122625","1.8","756.00","","","t","2"
"1974-09","Canada","2016A000011124","Toronto Stock Exchange, financial services, closing quotations","Index, 2000=1000","176","units ","0","v122626","1.9","819.88","","","t","2"
"1974-09","Canada","2016A000011124","Toronto Stock Exchange, gold and silver, closing quotations","Index, 2000=1000","176","units ","0","v122627","1.10","928.72","","","t","2"
"1974-09","Canada","2016A000011124","Toronto Stock Exchange, stock dividend yields (composite), closing quotations","Percent","239","units ","0","v122628","1.11","5.20","","","t","2"
"1974-09","Canada","2016A000011124","Toronto Stock Exchange, price earnings ratio, closing quotations","Ratio","270","units ","0","v122629","1.12","6.81","","","t","2"
"1974-10","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, close","Index, 2000=1000","176","units ","0","v122620","1.3","895.71","","","","2"
"1974-10","Canada","2016A000011124","Toronto Stock Exchange, oil and gas, closing quotations","Index, 2000=1000","176","units ","0","v122621","1.4","862.28","","","t","2"
"1974-10","Canada","2016A000011124","Toronto Stock Exchange, metals and minerals, closing quotations","Index, 2000=1000","176","units ","0","v122622","1.5","908.44","","","t","2"
"1974-10","Canada","2016A000011124","Toronto Stock Exchange, utilities, closing quotations","Index, 2000=1000","176","units ","0","v122623","1.6","922.67","","","t","2"
"1974-10","Canada","2016A000011124","Toronto Stock Exchange, paper and forest products, closing quotations","Index, 2000=1000","176","units ","0","v122624","1.7","964.32","","","t","2"
"1974-10","Canada","2016A000011124","Toronto Stock Exchange, merchandising, closing quotations","Index, 2000=1000","176","units ","0","v122625","1.8","820.83","","","t","2"
"1974-10","Canada","2016A000011124","Toronto Stock Exchange, financial services, closing quotations","Index, 2000=1000","176","units ","0","v122626","1.9","850.44","","","t","2"
"1974-10","Canada","2016A000011124","Toronto Stock Exchange, gold and silver, closing quotations","Index, 2000=1000","176","units ","0","v122627","1.10","1184.62","","","t","2"
"1974-10","Canada","2016A000011124","Toronto Stock Exchange, stock dividend yields (composite), closing quotations","Percent","239","units ","0","v122628","1.11","4.96","","","t","2"
"1974-10","Canada","2016A000011124","Toronto Stock Exchange, price earnings ratio, closing quotations","Ratio","270","units ","0","v122629","1.12","7.45","","","t","2"
"1974-11","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, close","Index, 2000=1000","176","units ","0","v122620","1.3","850.40","","","","2"
"1974-11","Canada","2016A000011124","Toronto Stock Exchange, oil and gas, closing quotations","Index, 2000=1000","176","units ","0","v122621","1.4","723.98","","","t","2"
"1974-11","Canada","2016A000011124","Toronto Stock Exchange, metals and minerals, closing quotations","Index, 2000=1000","176","units ","0","v122622","1.5","825.89","","","t","2"
"1974-11","Canada","2016A000011124","Toronto Stock Exchange, utilities, closing quotations","Index, 2000=1000","176","units ","0","v122623","1.6","947.51","","","t","2"
"1974-11","Canada","2016A000011124","Toronto Stock Exchange, paper and forest products, closing quotations","Index, 2000=1000","176","units ","0","v122624","1.7","1027.89","","","t","2"
"1974-11","Canada","2016A000011124","Toronto Stock Exchange, merchandising, closing quotations","Index, 2000=1000","176","units ","0","v122625","1.8","824.08","","","t","2"
"1974-11","Canada","2016A000011124","Toronto Stock Exchange, financial services, closing quotations","Index, 2000=1000","176","units ","0","v122626","1.9","826.79","","","t","2"
"1974-11","Canada","2016A000011124","Toronto Stock Exchange, gold and silver, closing quotations","Index, 2000=1000","176","units ","0","v122627","1.10","1104.87","","","t","2"
"1974-11","Canada","2016A000011124","Toronto Stock Exchange, stock dividend yields (composite), closing quotations","Percent","239","units ","0","v122628","1.11","5.32","","","t","2"
"1974-11","Canada","2016A000011124","Toronto Stock Exchange, price earnings ratio, closing quotations","Ratio","270","units ","0","v122629","1.12","6.64","","","t","2"
"1974-12","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, close","Index, 2000=1000","176","units ","0","v122620","1.3","835.42","","","","2"
"1974-12","Canada","2016A000011124","Toronto Stock Exchange, oil and gas, closing quotations","Index, 2000=1000","176","units ","0","v122621","1.4","710.45","","","t","2"
"1974-12","Canada","2016A000011124","Toronto Stock Exchange, metals and minerals, closing quotations","Index, 2000=1000","176","units ","0","v122622","1.5","789.46","","","t","2"
"1974-12","Canada","2016A000011124","Toronto Stock Exchange, utilities, closing quotations","Index, 2000=1000","176","units ","0","v122623","1.6","964.51","","","t","2"
"1974-12","Canada","2016A000011124","Toronto Stock Exchange, paper and forest products, closing quotations","Index, 2000=1000","176","units ","0","v122624","1.7","918.31","","","t","2"
"1974-12","Canada","2016A000011124","Toronto Stock Exchange, merchandising, closing quotations","Index, 2000=1000","176","units ","0","v122625","1.8","807.25","","","t","2"
"1974-12","Canada","2016A000011124","Toronto Stock Exchange, financial services, closing quotations","Index, 2000=1000","176","units ","0","v122626","1.9","819.17","","","t","2"
"1974-12","Canada","2016A000011124","Toronto Stock Exchange, gold and silver, closing quotations","Index, 2000=1000","176","units ","0","v122627","1.10","1069.35","","","t","2"
"1974-12","Canada","2016A000011124","Toronto Stock Exchange, stock dividend yields (composite), closing quotations","Percent","239","units ","0","v122628","1.11","5.55","","","t","2"
"1974-12","Canada","2016A000011124","Toronto Stock Exchange, price earnings ratio, closing quotations","Ratio","270","units ","0","v122629","1.12","6.58","","","t","2"
"1975-01","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, close","Index, 2000=1000","176","units ","0","v122620","1.3","979.60","","","","2"
"1975-01","Canada","2016A000011124","Toronto Stock Exchange, oil and gas, closing quotations","Index, 2000=1000","176","units ","0","v122621","1.4","935.19","","","t","2"
"1975-01","Canada","2016A000011124","Toronto Stock Exchange, metals and minerals, closing quotations","Index, 2000=1000","176","units ","0","v122622","1.5","913.70","","","t","2"
"1975-01","Canada","2016A000011124","Toronto Stock Exchange, utilities, closing quotations","Index, 2000=1000","176","units ","0","v122623","1.6","1047.66","","","t","2"
"1975-01","Canada","2016A000011124","Toronto Stock Exchange, paper and forest products, closing quotations","Index, 2000=1000","176","units ","0","v122624","1.7","1028.49","","","t","2"
"1975-01","Canada","2016A000011124","Toronto Stock Exchange, merchandising, closing quotations","Index, 2000=1000","176","units ","0","v122625","1.8","999.89","","","t","2"
"1975-01","Canada","2016A000011124","Toronto Stock Exchange, financial services, closing quotations","Index, 2000=1000","176","units ","0","v122626","1.9","968.75","","","t","2"
"1975-01","Canada","2016A000011124","Toronto Stock Exchange, gold and silver, closing quotations","Index, 2000=1000","176","units ","0","v122627","1.10","999.75","","","t","2"
"1975-01","Canada","2016A000011124","Toronto Stock Exchange, stock dividend yields (composite), closing quotations","Percent","239","units ","0","v122628","1.11","4.77","","","t","2"
"1975-01","Canada","2016A000011124","Toronto Stock Exchange, price earnings ratio, closing quotations","Ratio","270","units ","0","v122629","1.12","7.65","","","t","2"
"1975-02","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, close","Index, 2000=1000","176","units ","0","v122620","1.3","1006.33","","","","2"
"1975-02","Canada","2016A000011124","Toronto Stock Exchange, oil and gas, closing quotations","Index, 2000=1000","176","units ","0","v122621","1.4","1003.85","","","t","2"
"1975-02","Canada","2016A000011124","Toronto Stock Exchange, metals and minerals, closing quotations","Index, 2000=1000","176","units ","0","v122622","1.5","914.32","","","t","2"
"1975-02","Canada","2016A000011124","Toronto Stock Exchange, utilities, closing quotations","Index, 2000=1000","176","units ","0","v122623","1.6","1081.83","","","t","2"
"1975-02","Canada","2016A000011124","Toronto Stock Exchange, paper and forest products, closing quotations","Index, 2000=1000","176","units ","0","v122624","1.7","991.41","","","t","2"
"1975-02","Canada","2016A000011124","Toronto Stock Exchange, merchandising, closing quotations","Index, 2000=1000","176","units ","0","v122625","1.8","1012.66","","","t","2"
"1975-02","Canada","2016A000011124","Toronto Stock Exchange, financial services, closing quotations","Index, 2000=1000","176","units ","0","v122626","1.9","1000.02","","","t","2"
"1975-02","Canada","2016A000011124","Toronto Stock Exchange, gold and silver, closing quotations","Index, 2000=1000","176","units ","0","v122627","1.10","1137.61","","","t","2"
"1975-02","Canada","2016A000011124","Toronto Stock Exchange, stock dividend yields (composite), closing quotations","Percent","239","units ","0","v122628","1.11","4.68","","","t","2"
"1975-02","Canada","2016A000011124","Toronto Stock Exchange, price earnings ratio, closing quotations","Ratio","270","units ","0","v122629","1.12","7.90","","","t","2"
"1975-03","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, close","Index, 2000=1000","176","units ","0","v122620","1.3","989.60","","","","2"
"1975-03","Canada","2016A000011124","Toronto Stock Exchange, oil and gas, closing quotations","Index, 2000=1000","176","units ","0","v122621","1.4","938.22","","","t","2"
"1975-03","Canada","2016A000011124","Toronto Stock Exchange, metals and minerals, closing quotations","Index, 2000=1000","176","units ","0","v122622","1.5","946.94","","","t","2"
"1975-03","Canada","2016A000011124","Toronto Stock Exchange, utilities, closing quotations","Index, 2000=1000","176","units ","0","v122623","1.6","1050.63","","","t","2"
"1975-03","Canada","2016A000011124","Toronto Stock Exchange, paper and forest products, closing quotations","Index, 2000=1000","176","units ","0","v122624","1.7","1002.04","","","t","2"
"1975-03","Canada","2016A000011124","Toronto Stock Exchange, merchandising, closing quotations","Index, 2000=1000","176","units ","0","v122625","1.8","1021.07","","","t","2"
"1975-03","Canada","2016A000011124","Toronto Stock Exchange, financial services, closing quotations","Index, 2000=1000","176","units ","0","v122626","1.9","978.99","","","t","2"
"1975-03","Canada","2016A000011124","Toronto Stock Exchange, gold and silver, closing quotations","Index, 2000=1000","176","units ","0","v122627","1.10","1162.88","","","t","2"
"1975-03","Canada","2016A000011124","Toronto Stock Exchange, stock dividend yields (composite), closing quotations","Percent","239","units ","0","v122628","1.11","4.77","","","t","2"
"1975-03","Canada","2016A000011124","Toronto Stock Exchange, price earnings ratio, closing quotations","Ratio","270","units ","0","v122629","1.12","7.75","","","t","2"
"1975-04","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, close","Index, 2000=1000","176","units ","0","v122620","1.3","1008.53","","","","2"
"1975-04","Canada","2016A000011124","Toronto Stock Exchange, oil and gas, closing quotations","Index, 2000=1000","176","units ","0","v122621","1.4","1009.73","","","t","2"
"1975-04","Canada","2016A000011124","Toronto Stock Exchange, metals and minerals, closing quotations","Index, 2000=1000","176","units ","0","v122622","1.5","1038.65","","","t","2"
"1975-04","Canada","2016A000011124","Toronto Stock Exchange, utilities, closing quotations","Index, 2000=1000","176","units ","0","v122623","1.6","1001.66","","","t","2"
"1975-04","Canada","2016A000011124","Toronto Stock Exchange, paper and forest products, closing quotations","Index, 2000=1000","176","units ","0","v122624","1.7","1010.33","","","t","2"
"1975-04","Canada","2016A000011124","Toronto Stock Exchange, merchandising, closing quotations","Index, 2000=1000","176","units ","0","v122625","1.8","1041.33","","","t","2"
"1975-04","Canada","2016A000011124","Toronto Stock Exchange, financial services, closing quotations","Index, 2000=1000","176","units ","0","v122626","1.9","974.50","","","t","2"
"1975-04","Canada","2016A000011124","Toronto Stock Exchange, gold and silver, closing quotations","Index, 2000=1000","176","units ","0","v122627","1.10","1055.10","","","t","2"
"1975-04","Canada","2016A000011124","Toronto Stock Exchange, stock dividend yields (composite), closing quotations","Percent","239","units ","0","v122628","1.11","4.72","","","t","2"
"1975-04","Canada","2016A000011124","Toronto Stock Exchange, price earnings ratio, closing quotations","Ratio","270","units ","0","v122629","1.12","7.91","","","t","2"
"1975-05","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, close","Index, 2000=1000","176","units ","0","v122620","1.3","1030.70","","","","2"
"1975-05","Canada","2016A000011124","Toronto Stock Exchange, oil and gas, closing quotations","Index, 2000=1000","176","units ","0","v122621","1.4","1030.10","","","t","2"
"1975-05","Canada","2016A000011124","Toronto Stock Exchange, metals and minerals, closing quotations","Index, 2000=1000","176","units ","0","v122622","1.5","1064.12","","","t","2"
"1975-05","Canada","2016A000011124","Toronto Stock Exchange, utilities, closing quotations","Index, 2000=1000","176","units ","0","v122623","1.6","1010.82","","","t","2"
"1975-05","Canada","2016A000011124","Toronto Stock Exchange, paper and forest products, closing quotations","Index, 2000=1000","176","units ","0","v122624","1.7","1052.35","","","t","2"
"1975-05","Canada","2016A000011124","Toronto Stock Exchange, merchandising, closing quotations","Index, 2000=1000","176","units ","0","v122625","1.8","1048.82","","","t","2"
"1975-05","Canada","2016A000011124","Toronto Stock Exchange, financial services, closing quotations","Index, 2000=1000","176","units ","0","v122626","1.9","1014.65","","","t","2"
"1975-05","Canada","2016A000011124","Toronto Stock Exchange, gold and silver, closing quotations","Index, 2000=1000","176","units ","0","v122627","1.10","1137.68","","","t","2"
"1975-05","Canada","2016A000011124","Toronto Stock Exchange, stock dividend yields (composite), closing quotations","Percent","239","units ","0","v122628","1.11","4.63","","","t","2"
"1975-05","Canada","2016A000011124","Toronto Stock Exchange, price earnings ratio, closing quotations","Ratio","270","units ","0","v122629","1.12","8.29","","","t","2"
"1975-06","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, close","Index, 2000=1000","176","units ","0","v122620","1.3","1055.29","","","","2"
"1975-06","Canada","2016A000011124","Toronto Stock Exchange, oil and gas, closing quotations","Index, 2000=1000","176","units ","0","v122621","1.4","1128.97","","","t","2"
"1975-06","Canada","2016A000011124","Toronto Stock Exchange, metals and minerals, closing quotations","Index, 2000=1000","176","units ","0","v122622","1.5","1093.07","","","t","2"
"1975-06","Canada","2016A000011124","Toronto Stock Exchange, utilities, closing quotations","Index, 2000=1000","176","units ","0","v122623","1.6","1004.61","","","t","2"
"1975-06","Canada","2016A000011124","Toronto Stock Exchange, paper and forest products, closing quotations","Index, 2000=1000","176","units ","0","v122624","1.7","1067.32","","","t","2"
"1975-06","Canada","2016A000011124","Toronto Stock Exchange, merchandising, closing quotations","Index, 2000=1000","176","units ","0","v122625","1.8","1028.16","","","t","2"
"1975-06","Canada","2016A000011124","Toronto Stock Exchange, financial services, closing quotations","Index, 2000=1000","176","units ","0","v122626","1.9","1043.19","","","t","2"
"1975-06","Canada","2016A000011124","Toronto Stock Exchange, gold and silver, closing quotations","Index, 2000=1000","176","units ","0","v122627","1.10","1163.85","","","t","2"
"1975-06","Canada","2016A000011124","Toronto Stock Exchange, stock dividend yields (composite), closing quotations","Percent","239","units ","0","v122628","1.11","4.49","","","t","2"
"1975-06","Canada","2016A000011124","Toronto Stock Exchange, price earnings ratio, closing quotations","Ratio","270","units ","0","v122629","1.12","8.39","","","t","2"
"1975-07","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, close","Index, 2000=1000","176","units ","0","v122620","1.3","1051.67","","","","2"
"1975-07","Canada","2016A000011124","Toronto Stock Exchange, oil and gas, closing quotations","Index, 2000=1000","176","units ","0","v122621","1.4","1059.16","","","t","2"
"1975-07","Canada","2016A000011124","Toronto Stock Exchange, metals and minerals, closing quotations","Index, 2000=1000","176","units ","0","v122622","1.5","1074.61","","","t","2"
"1975-07","Canada","2016A000011124","Toronto Stock Exchange, utilities, closing quotations","Index, 2000=1000","176","units ","0","v122623","1.6","1001.70","","","t","2"
"1975-07","Canada","2016A000011124","Toronto Stock Exchange, paper and forest products, closing quotations","Index, 2000=1000","176","units ","0","v122624","1.7","1078.18","","","t","2"
"1975-07","Canada","2016A000011124","Toronto Stock Exchange, merchandising, closing quotations","Index, 2000=1000","176","units ","0","v122625","1.8","1066.49","","","t","2"
"1975-07","Canada","2016A000011124","Toronto Stock Exchange, financial services, closing quotations","Index, 2000=1000","176","units ","0","v122626","1.9","1051.98","","","t","2"
"1975-07","Canada","2016A000011124","Toronto Stock Exchange, gold and silver, closing quotations","Index, 2000=1000","176","units ","0","v122627","1.10","1074.21","","","t","2"
"1975-07","Canada","2016A000011124","Toronto Stock Exchange, stock dividend yields (composite), closing quotations","Percent","239","units ","0","v122628","1.11","4.56","","","t","2"
"1975-07","Canada","2016A000011124","Toronto Stock Exchange, price earnings ratio, closing quotations","Ratio","270","units ","0","v122629","1.12","8.37","","","t","2"
"1975-08","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, close","Index, 2000=1000","176","units ","0","v122620","1.3","1038.90","","","","2"
"1975-08","Canada","2016A000011124","Toronto Stock Exchange, oil and gas, closing quotations","Index, 2000=1000","176","units ","0","v122621","1.4","1030.84","","","t","2"
"1975-08","Canada","2016A000011124","Toronto Stock Exchange, metals and minerals, closing quotations","Index, 2000=1000","176","units ","0","v122622","1.5","1087.09","","","t","2"
"1975-08","Canada","2016A000011124","Toronto Stock Exchange, utilities, closing quotations","Index, 2000=1000","176","units ","0","v122623","1.6","983.92","","","t","2"
"1975-08","Canada","2016A000011124","Toronto Stock Exchange, paper and forest products, closing quotations","Index, 2000=1000","176","units ","0","v122624","1.7","1036.32","","","t","2"
"1975-08","Canada","2016A000011124","Toronto Stock Exchange, merchandising, closing quotations","Index, 2000=1000","176","units ","0","v122625","1.8","1046.98","","","t","2"
"1975-08","Canada","2016A000011124","Toronto Stock Exchange, financial services, closing quotations","Index, 2000=1000","176","units ","0","v122626","1.9","1058.71","","","t","2"
"1975-08","Canada","2016A000011124","Toronto Stock Exchange, gold and silver, closing quotations","Index, 2000=1000","176","units ","0","v122627","1.10","954.66","","","t","2"
"1975-08","Canada","2016A000011124","Toronto Stock Exchange, stock dividend yields (composite), closing quotations","Percent","239","units ","0","v122628","1.11","4.63","","","t","2"
"1975-08","Canada","2016A000011124","Toronto Stock Exchange, price earnings ratio, closing quotations","Ratio","270","units ","0","v122629","1.12","8.68","","","t","2"
"1975-09","Canada","2016A000011124","Standard and Poor's/Toronto Stock Exchange Composite Index, close","Index, 2000=1000","176","units ","0","v122620","1.3","976.37","","","","2"
"1975-09","Canada","2016A000011124","Toronto Stock Exchange, oil and gas, closing quotations","Index, 2000=1000","176","units ","0","v122621","1.4","972.86","","","t","2"
"1975-09","Canada","2016A000011124","Toronto Stock Exchange, metals and minerals, closing quotations","Index, 2000=1000","176","units ","0","v122622","1.5","1002.03","","","t","2"
"1975-09","Canada","2016A000011124","Toronto Stock Exchange, utilities, closing quotations","Index, 2000=1000","176","units ","0","v122623","1.6","927.60","","","t","2"
"1975-09","Canada","2016A000011124","Toronto Stock Exchange, paper and forest products, closing quotations","Index, 2000=1000","176","units ","0","v122624","1.7","953.72","","","t","2"
