"REF_DATE","GEO","DGUID","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1976-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.60","","","","2"
"1976-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.56","","","","2"
"1976-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.27","","","","2"
"1977-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.75","","","","2"
"1977-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.25","","","","2"
"1977-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.25","","","","2"
"1977-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.25","","","","2"
"1977-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.38","","","","2"
"1977-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.35","","","","2"
"1977-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.40","","","","2"
"1977-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.33","","","","2"
"1977-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.32","","","","2"
"1977-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.34","","","","2"
"1977-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.34","","","","2"
"1977-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.33","","","","2"
"1978-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.32","","","","2"
"1978-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.31","","","","2"
"1978-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.33","","","","2"
"1978-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.42","","","","2"
"1978-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.43","","","","2"
"1978-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.32","","","","2"
"1978-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.31","","","","2"
"1978-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.31","","","","2"
"1978-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.67","","","","2"
"1978-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.93","","","","2"
"1978-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.25","","","","2"
"1978-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.53","","","","2"
"1979-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.28","","","","2"
"1979-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.25","","","","2"
"1979-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.11","","","","2"
"1979-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.05","","","","2"
"1979-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.06","","","","2"
"1979-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.16","","","","2"
"1979-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.20","","","","2"
"1979-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.80","","","","2"
"1979-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.25","","","","2"
"1979-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.50","","","","2"
"1979-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","14.46","","","","2"
"1979-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.58","","","","2"
"1980-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.26","","","","2"
"1980-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.50","","","","2"
"1980-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","14.69","","","","2"
"1980-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","16.94","","","","2"
"1980-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.99","","","","2"
"1980-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.92","","","","2"
"1980-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.09","","","","2"
"1980-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.44","","","","2"
"1980-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","14.50","","","","2"
"1980-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","14.87","","","","2"
"1980-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","15.00","","","","2"
"1980-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","15.60","","","","2"
"1981-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","15.17","","","","2"
"1981-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","15.27","","","","2"
"1981-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","15.75","","","","2"
"1981-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","16.45","","","","2"
"1981-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","17.82","","","","2"
"1981-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","18.55","","","","2"
"1981-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","18.90","","","","2"
"1981-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","21.30","","","","2"
"1981-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","21.46","","","","2"
"1981-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","20.54","","","","2"
"1981-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","18.80","","","","2"
"1981-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","17.79","","","","2"
"1982-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","18.21","","","","2"
"1982-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","18.97","","","","2"
"1982-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","19.41","","","","2"
"1982-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","19.28","","","","2"
"1982-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","19.11","","","","2"
"1982-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","19.10","","","","2"
"1982-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","19.22","","","","2"
"1982-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","18.72","","","","2"
"1982-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","17.49","","","","2"
"1982-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","16.02","","","","2"
"1982-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","14.79","","","","2"
"1982-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","14.34","","","","2"
"1983-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","14.05","","","","2"
"1983-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.60","","","","2"
"1983-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.45","","","","2"
"1983-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.26","","","","2"
"1983-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.16","","","","2"
"1983-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.98","","","","2"
"1983-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.08","","","","2"
"1983-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.57","","","","2"
"1983-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.88","","","","2"
"1983-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.10","","","","2"
"1983-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.84","","","","2"
"1983-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.55","","","","2"
"1984-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.55","","","","2"
"1984-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.52","","","","2"
"1984-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.82","","","","2"
"1984-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.51","","","","2"
"1984-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","14.26","","","","2"
"1984-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","14.53","","","","2"
"1984-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","14.96","","","","2"
"1984-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","14.45","","","","2"
"1984-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.99","","","","2"
"1984-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.72","","","","2"
"1984-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.25","","","","2"
"1984-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.74","","","","2"
"1985-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.44","","","","2"
"1985-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.57","","","","2"
"1985-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.43","","","","2"
"1985-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.77","","","","2"
"1985-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.38","","","","2"
"1985-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.89","","","","2"
"1985-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.75","","","","2"
"1985-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.77","","","","2"
"1985-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.85","","","","2"
"1985-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.96","","","","2"
"1985-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.75","","","","2"
"1985-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.61","","","","2"
"1986-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.67","","","","2"
"1986-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.94","","","","2"
"1986-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.66","","","","2"
"1986-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.12","","","","2"
"1986-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.60","","","","2"
"1986-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.87","","","","2"
"1986-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.06","","","","2"
"1986-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.00","","","","2"
"1986-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.10","","","","2"
"1986-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.25","","","","2"
"1986-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.25","","","","2"
"1986-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.17","","","","2"
"1987-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.85","","","","2"
"1987-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.46","","","","2"
"1987-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.20","","","","2"
"1987-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.39","","","","2"
"1987-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.04","","","","2"
"1987-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.26","","","","2"
"1987-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.26","","","","2"
"1987-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.49","","","","2"
"1987-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.72","","","","2"
"1987-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.97","","","","2"
"1987-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.49","","","","2"
"1987-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.56","","","","2"
"1988-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.73","","","","2"
"1988-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.49","","","","2"
"1988-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.08","","","","2"
"1988-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.04","","","","2"
"1988-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.29","","","","2"
"1988-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.41","","","","2"
"1988-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.40","","","","2"
"1988-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.92","","","","2"
"1988-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.16","","","","2"
"1988-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.79","","","","2"
"1988-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.78","","","","2"
"1988-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.13","","","","2"
"1989-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.24","","","","2"
"1989-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.23","","","","2"
"1989-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.41","","","","2"
"1989-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.72","","","","2"
"1989-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.29","","","","2"
"1989-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.93","","","","2"
"1989-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.85","","","","2"
"1989-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.76","","","","2"
"1989-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.75","","","","2"
"1989-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.75","","","","2"
"1989-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.75","","","","2"
"1989-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.95","","","","2"
"1990-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.01","","","","2"
"1990-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.42","","","","2"
"1990-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.92","","","","2"
"1990-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.67","","","","2"
"1990-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","14.21","","","","2"
"1990-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","14.03","","","","2"
"1990-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.97","","","","2"
"1990-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.56","","","","2"
"1990-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.40","","","","2"
"1990-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.21","","","","2"
"1990-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","13.04","","","","2"
"1990-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.49","","","","2"
"1991-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","12.13","","","","2"
"1991-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.58","","","","2"
"1991-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.45","","","","2"
"1991-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.27","","","","2"
"1991-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.23","","","","2"
"1991-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.24","","","","2"
"1991-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.31","","","","2"
"1991-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.47","","","","2"
"1991-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","11.38","","","","2"
"1991-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.84","","","","2"
"1991-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.14","","","","2"
"1991-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","9.84","","","","2"
"1992-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","9.71","","","","2"
"1992-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","9.68","","","","2"
"1992-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.06","","","","2"
"1992-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.37","","","","2"
"1992-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.14","","","","2"
"1992-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","9.72","","","","2"
"1992-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","9.26","","","","2"
"1992-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.72","","","","2"
"1992-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.54","","","","2"
"1992-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","9.23","","","","2"
"1992-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","9.33","","","","2"
"1992-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","9.48","","","","2"
"1993-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","9.47","","","","2"
"1993-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","9.44","","","","2"
"1993-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.97","","","","2"
"1993-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.89","","","","2"
"1993-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.88","","","","2"
"1993-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.86","","","","2"
"1993-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.68","","","","2"
"1993-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.58","","","","2"
"1993-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.57","","","","2"
"1993-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.55","","","","2"
"1993-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.84","","","","2"
"1993-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.71","","","","2"
"1994-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.33","","","","2"
"1994-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.20","","","","2"
"1994-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.89","","","","2"
"1994-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","9.43","","","","2"
"1994-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","9.48","","","","2"
"1994-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","9.80","","","","2"
"1994-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.69","","","","2"
"1994-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.33","","","","2"
"1994-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.01","","","","2"
"1994-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","9.84","","","","2"
"1994-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","9.85","","","","2"
"1994-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.25","","","","2"
"1995-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.60","","","","2"
"1995-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","10.48","","","","2"
"1995-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","9.93","","","","2"
"1995-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","9.66","","","","2"
"1995-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.98","","","","2"
"1995-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.67","","","","2"
"1995-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.54","","","","2"
"1995-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.94","","","","2"
"1995-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.95","","","","2"
"1995-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.75","","","","2"
"1995-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.66","","","","2"
"1995-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.46","","","","2"
"1996-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.02","","","","2"
"1996-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.79","","","","2"
"1996-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.16","","","","2"
"1996-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.48","","","","2"
"1996-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.47","","","","2"
"1996-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.48","","","","2"
"1996-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.48","","","","2"
"1996-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.01","","","","2"
"1996-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.94","","","","2"
"1996-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.50","","","","2"
"1996-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.01","","","","2"
"1996-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.94","","","","2"
"1997-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.14","","","","2"
"1997-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.12","","","","2"
"1997-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.06","","","","2"
"1997-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.56","","","","2"
"1997-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.46","","","","2"
"1997-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.22","","","","2"
"1997-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.98","","","","2"
"1997-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.00","","","","2"
"1997-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.96","","","","2"
"1997-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.73","","","","2"
"1997-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.69","","","","2"
"1997-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.90","","","","2"
"1998-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.90","","","","2"
"1998-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.84","","","","2"
"1998-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.84","","","","2"
"1998-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.79","","","","2"
"1998-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.92","","","","2"
"1998-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.90","","","","2"
"1998-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.90","","","","2"
"1998-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.08","","","","2"
"1998-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.32","","","","2"
"1998-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.73","","","","2"
"1998-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.94","","","","2"
"1998-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.69","","","","2"
"1999-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.79","","","","2"
"1999-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.79","","","","2"
"1999-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.03","","","","2"
"1999-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.71","","","","2"
"1999-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.99","","","","2"
"1999-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.35","","","","2"
"1999-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.42","","","","2"
"1999-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.80","","","","2"
"1999-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.67","","","","2"
"1999-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.90","","","","2"
"1999-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.13","","","","2"
"1999-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.13","","","","2"
"2000-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.34","","","","2"
"2000-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.43","","","","2"
"2000-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.24","","","","2"
"2000-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.23","","","","2"
"2000-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.50","","","","2"
"2000-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.34","","","","2"
"2000-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.18","","","","2"
"2000-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.08","","","","2"
"2000-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.08","","","","2"
"2000-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.08","","","","2"
"2000-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","8.04","","","","2"
"2000-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.81","","","","2"
"2001-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.58","","","","2"
"2001-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.52","","","","2"
"2001-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.19","","","","2"
"2001-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.22","","","","2"
"2001-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.38","","","","2"
"2001-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.47","","","","2"
"2001-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.46","","","","2"
"2001-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.39","","","","2"
"2001-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.03","","","","2"
"2001-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.74","","","","2"
"2001-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.51","","","","2"
"2001-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.64","","","","2"
"2002-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.62","","","","2"
"2002-02","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.59","","","","2"
"2002-03","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.80","","","","2"
"2002-04","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.00","","","","2"
"2002-05","Canada","2016A000011124","Percent","239","units ","0","v733833","1","7.00","","","","2"
"2002-06","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.98","","","","2"
"2002-07","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.90","","","","2"
"2002-08","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.61","","","","2"
"2002-09","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.49","","","","2"
"2002-10","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.50","","","","2"
"2002-11","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.47","","","","2"
"2002-12","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.39","","","","2"
"2003-01","Canada","2016A000011124","Percent","239","units ","0","v733833","1","6.26","","","","2"
